,Unnamed: 0,CONTENTID,CONTENTTYPEID,CAT1,CAT2,CAT3,TITLE,SIDOCODE,SIGUNGUCODE,ADDRESS,CREATEDTIME,MODIFIEDTIME,MAPX,MAPY,MLEVEL,FIRSTIMAGE,MCATEGORY,SCATEGORY,SEARCHCOUNT,OVERVIEW,DATA
10,10,126482,12,A01,A0101,A01010400,불암산,1,1009,서울특별시 노원구 덕릉로130가길 22 ,20000000000000.0,20200000000000.0,127.0882469,37.67256334,6,http://tong.visitkorea.or.kr/cms/resource/86/739086_image2_1.jpg,자연관광,자연경관(산),6814,"서울시 노원구 상계동, 중계동과 남양주시 별내면의 경계에 솟은, 높이 508m의 나지막한 바위산이다. 1977년 도시자연공원으로 지정됐다. 산의 모습이 송낙을 쓴 부처의 모습과 같다 해서 불암산이라는 이름이 지어졌고 일명 천보산, 필암산이라고도 한다. 능선이 길게 뻗어 있어 시원한 경치를 맛볼 수 있고 산길도 험하지 않아 가볍게 오를 수 있는 곳이다. 특히, 야간에 정상에 올라보면 멋진 서울시의 야경을 감상하게 된다. 불암산 제2봉인 해발 420m의 봉우리에는 불암산 성지가 있다. 이 산성지는 대동여지도에도 산성지라고 표기되어 있으며 규모는 약 3백보 정도이다. 곳곳에 있는 바위 절벽들은 암벽 타기 연습장으로 활용되고 있다. 등산로와 약수터가 10여 개나 된다. 불암폭포는 겨울철이면 빙벽 타기 애호가들이 즐겨 찾는다.",노원구 상계동 중계동 남양주시 별내면 경계 높이 바위 산이 도시 공원 지정 산 모습 송낙 부처 모습 불암산 이름 일명 천보산 필 암산 능선 경치 산길 야간 정상 라보 야경 감상 불암산 제 봉인 해발 봉우리 불암산 성지 산성 대동여지도 산 성지 표기 규모 보 바위 절벽 암벽 연습장 활용 등산로 약수터 여 개 불 폭포 겨울철 빙벽 애호가
11,11,2733962,12,A01,A0101,A01010900,수성동계곡,1,1023,서울특별시 종로구 옥인동 185-3 (옥인동),20200000000000.0,20200000000000.0,126.9631997,37.58227992,6,http://tong.visitkorea.or.kr/cms/resource/15/2780615_image2_1.png,자연관광,자연경관(산),3916,"수성동계곡은 인왕산에서 흘러 내려와 청계천으로 합류하는 계곡으로, 계곡의 물소리가 크고 맑아 동네 이름이 조선 시대에 수성동(水聲洞)으로 불렸다고 한다. 겸재 정선이 북악산과 인왕산의 경승 8경을 그려 담은 ‘장동팔경첩’에 속할 만큼 아름다운 곳으로 조선 시대 역사 지리서인 <동국여지비고>, <한성지략> 등에 ‘명승지’로 소개된 곳이다. 또한 풍류를 아는 왕자 안평대군이 집(비해당)을 짓고 살았던 곳으로 계곡과 돌다리 등이 2010년에 서울시 기념물 문화재로 지정됐다.  1971년 옥인시범아파트가 들어서면서 수려한 경관을 잃어버렸으나 그로부터 40년 후, 아파트를 철거하고 문화재보호 구역으로 지정되면서 본래의 아름다움을 되찾게 되었다. 수성동계곡 복원사업은 국토교통부 주최 ‘2014년 대한민국 국토 도시디자인대전’에서 최고의 영예인 대통령상을 받았다.",수성동 계곡 인왕산 청계천 합류 계곡 계곡 동네 이름 조선 시대 수성동 겸재 정선 북악산 인왕산 승 경 장동 경첩 조선 시대 역사 지리서 동국 여지 비고 지략 명승 소개 또한 풍류 왕자 안평대군 비 해당 계곡 돌다리 기념물 문화재 지정 옥 시범 수려 경관 그로 철거 문화재 보호 구역 지정 본래 움 수성동 계곡 복원 사업 국토교통부 주최 대한민국 국토 도시 디자인 대전 최고 영예 대통령
12,12,2756150,12,A01,A0101,A01010500,산기슭공원,1,1008,서울특별시 금천구 독산로54길 6-1 (시흥동),20200000000000.0,20200000000000.0,126.9071499,37.463015,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,문화관광,도시공원,3822,"관악산 생태공원 산자락에 위치한 자연을 품은 공원으로 8,412㎡ 규모의 큰 면적을 자랑한다. 시흥4동 문교초등학교 인근에 있는 이곳은 다양한 운동 기구와 정자 등이 설치되어 있고, 나무가 울창하여 운동과 휴식을 함께 취할 수 있다. 공원 안에 인공폭포가 있어 이곳을 찾는 사람들에게 시원함을 선사하고 있으며 공연을 감상할 수 있는 넓은 야외무대도 갖추고 있다.",관악산 생태 공원 산 자락 자연 공원 규모 면적 시흥 문교 운동 기구 정자 설치 나무 울창 운동 휴식 취할 공원 인공 폭포 사람 선사 공연 감상 야외 무대
13,13,127378,12,A01,A0101,A01010600,일자산자연공원,1,1002,서울특별시 강동구 동남로 660 일대,20000000000000.0,20200000000000.0,127.1508007,37.5327335,6,http://tong.visitkorea.or.kr/cms/resource/88/659488_image2_1.jpg,문화관광,도시공원,3802,"일자산은 강동구와 경기도 하남시 서부 등을 경계로 뻗어 있는 강동구의 최고봉으로 강동에서 가장 먼저 해가 뜬다. 둔촌 이집 선생의 시비가 있으며 도시민에게 좋은 휴식공간이다. 이집선생은 고려말 공민왕 때의 충신으로, 당시 세도가였던 신돈의 모함으로 일자산 서남쪽에 토굴을 짓고 숨어 살았다. 그 고초를 잊지 않고자 호를 둔촌이라 바꿨으며 둔촌동이란 동네 이름은 이집선생의 호에서 따온 것이다.",일자산 강동구 하남시 서부 경계 강동구 최고봉 강동 가장 먼저 해 둔촌 이집 선생 시비 휴식 공간 이집 선생 고려말 공민왕 충신 당시 신돈 모함 일자산 토굴 고초 호 둔촌 둔촌동 동네 이름 이집 선생 호
14,14,2733969,12,A01,A0101,A01010500,과학동아천문대,1,1021,서울특별시 용산구 청파로 109 (한강로3가),20200000000000.0,20200000000000.0,126.9633789,37.53373001,6,http://tong.visitkorea.or.kr/cms/resource/33/2741633_image2_1.png,문화관광,랜드마크관광,3789,"서울시 용산구 도심 속 위치한 천문대이다. 아동 과학 서적으로 잘 알려진 동아사이언스에서 운영하는 천문대로 천체 관측관, 보조 관측관, 천체 투영관, 다빈치 룸 등 시설을 갖췄다. 어린이들을 위한 다양한 프로그램들이 운영되고 있다.<br>",용산구 도심 천문대 아동 과학 서적 동아 사이언스 운영 천문 천체 관측 보조 관측 천체 투 영관 다빈치 룸 시설 어린이 프로그램 운영
15,15,129552,12,A01,A0101,A01010400,아차산,1,1006,서울특별시 광진구 영화사로 135 ,20100000000000.0,20200000000000.0,127.0998298,37.55294412,6,http://tong.visitkorea.or.kr/cms/resource/57/2661757_image2_1.jpg,자연관광,자연경관(산),3642,"서울과 구리시에 걸쳐 있는 아차산은 한강과 어우러진 도시 풍경을 즐길 수 있는 명소로, 40분 정도의 등산로를 오르면 정상에서 보이는 잠실부터 남산, 북한산과 도봉산까지 360도 파노라마 영상처럼 펼쳐진 장관이 특징이다. 또한 해발 295.7m의 야트막한 산으로 산세가 험하지 않아 구리와 인근 시민들이 가벼운 산행을 위해 자주 찾는 곳이다. 조선 시대에는 지금의 봉화산을 포함하여 망우리 공동묘지 지역과 용마봉 등의 광범위한 지역 모두 아차산으로 불렸던 것으로 추정된다. 삼국시대, 백제의 도읍이 한강 유역에 있을 때 우뚝 솟은 지형적 특성으로 인해 일찍부터 이 아차산에 흙을 깎고 다시 돌과 흙으로 쌓아 올려 산성을 축조함으로써 고구려의 남하를 막으려는 백제인의 노력이 있었다. 한강을 사이에 두고 맞은 편 남쪽에 있는 풍납동 토성과 함께 중요한 군사적 요지로서 백제의 운명을 좌우하던 곳이기도 하다. 아단성(阿旦城), 아차성(阿且城), 장하성, 광장성 등으로 불리우기도 하여 백제, 신라, 고구려가 한강을 중심으로 공방전을 장기간에 걸쳐 벌였던 것을 짐작할 수 있다.",구리시 아차산 한강 도시 풍경 명소 등산로 정상 잠실 남산 북한 산 도봉산 파노라마 영상 장관 특징 또한 해발 산 산세 구리 산행 자주 조선 시대 지금 봉화산 포함 망우 리 공동묘지 용마봉 아차산 추정 삼국시대 백제 도읍 한강 유역 우뚝 지형 특성 일찍 아차산 흙 다시 흙 산성 축 함 고구려 남하 백제인 노력 한강 사이 풍납동 토성 군사 백제 운명 좌우 아단성 아차 장하 광장 불리 우기 백제 신라 고구려 한강 중심 공방전 장기간 짐작
16,16,2774274,12,A01,A0101,A01010700,노원불빛정원,1,1009,서울특별시 노원구 화랑로 610 (공릉동),20200000000000.0,20200000000000.0,127.0932978,37.62430793,6,http://tong.visitkorea.or.kr/cms/resource/94/2774294_image2_1.jpg,문화관광,도시공원,3532,"해가 저물면 화랑대역 철도공원 입구부터 경춘선 숲길까지 오색찬란한 조명을 밝힌 빛의 향연이 펼쳐진다. 비밀의 정원과 생명의 나무, 음악의 정원, 환상의 기차역, 은하수 정원, 숲속 동화 나라를 주제로 꾸며진 노원 불빛 정원은 시시각각 다양한 색깔을 뿜어낸다. 낮에는 정겨운 간이역 풍경으로 마음을 따스하게 어루만졌던 공간이 밤이 되면 화려한 꽃과 푸른 바닷속 돌고래 떼, 아기자기한 기차 카페로 색다른 매력을 더한다. 특히 MEDIA TRAIN은 다양한 작품을 전광판에 표현하며 방문객들의 시선을 한 번에 사로잡는다. 옛 화랑대역을 스크린으로 활용한 미디어파사드도 압권이다. 기차여행의 추억을 떠올리게 하는 그림부터 색색깔 꽃 모양까지 쉴새 없이 펼쳐지는 영상이 낭만 가득한 밤하늘을 선물한다.",해 화랑대역 철도 공원 경춘선 숲길 오색 조명 빛 향연 비밀 정원 생명 나무 음악 정원 환상 기차역 은하수 정원 숲속 동화 나라 주제 노원 불빛 정원 시시각각 색깔 낮 정겨운 간이역 풍경 마음 공간 밤 꽃 푸른 바 돌고래 떼 기차 카페 매력 작품 전광판 표현 방문객 시선 화랑대역 스크린 활용 미디어 파사드 압권 기차 여행 추억 그림 색 색깔 꽃 모양 새 영상 낭만 밤하늘 선물
17,17,2757831,12,A01,A0101,A01010500,우면산자연생태공원,1,1015,서울특별시 서초구 성촌6길 1 (우면동),20200000000000.0,20200000000000.0,127.0206867,37.46725542,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,문화관광,도시공원,3049,신분당선 양재시민의 숲역에서 양재시민의 숲을 지나 삼성 R&D 연구소에 다다르면 뒤로 작은 마을이 있다. 이곳을 지나면 우면산으로 올라가는 등산로가 있는데 그 입구에 우면산 자연생태공원이 조성되어 있다. 생태공원도 깔끔하게 정돈된 학습장이라기보다는 자연 그대로를 즐길 수 있게 되어 있다. 우면산 생태공원에서 멀리 청계산이 보인다.,신분당선 양재 숲역 양재 숲 지나 삼성 연구소 마을 우면산 등산로 우면산 자연 생태 공원 조성 생태 공원 정돈 자연 그대로 우면산 생태 공원 멀리 청계산
18,18,126483,12,A01,A0101,A01010400,수락산,1,1009,서울특별시 노원구 상계동 산1-1 ,20000000000000.0,20200000000000.0,127.073259,37.68548379,6,http://tong.visitkorea.or.kr/cms/resource/94/739094_image2_1.jpg,자연관광,자연경관(산),2912,"서울 주위에 좋은 산들이 많지만 수락산(높이 638m)은 계절에 상관없이 언제 찾아가도 나름대로의 특색을 보여주는 산이다. 아기자기한 암봉들은 저 멀리 설악산이나 월출산을 찾아간 듯한 느낌도 안겨준다. 서울시와 경기도 의정부시, 남양주시 별내면의 경계에 솟은 수락산에는 금류, 은류, 옥류 폭포와 신라 때 지은 흥국사, 조선조 때 지어진 내원사, 석림사, 궤산정 등 명소가 산재해 있다. 수락산 남쪽에는 불암산이 솟아있고, 서쪽으로 마주 보이는 곳에는 도봉산이 의젓하게 자리잡고 있다. 수락산의 여러 등산코스 중 서울시민들이 선호하는 코스는 지하철 4호선 당고개역 앞에서 시작하여 학림사와 용굴암을 경유하는 코스이다. 불암산과 잇닿은 쪽의 능선은 봄철이면 철쭉이 아름답다. 산길이 험하지 않고 비교적 교통이 편리해서 휴일이면 많은 사람들로 붐빈다. <br>",산들 수락산 높이 계절 언제 나름 특색 산이 봉 저 멀리 설악산 월출산 듯 느낌 의정부시 남양주시 별내면 경계 수락산 금류 은류 옥류 폭포 신라 지은 흥국사 조선조 내원사 림사 궤 산정 명소 산재 수락산 불암산 마주 도봉산 잡고 수락산 등산 코스 선호 코스 당고개역 시작 학림사 용굴암 경유 코스 불암산 쪽 능선 봄철 철쭉 산길 비교 휴일 사람
19,19,126479,12,A01,A0101,A01010400,인왕산,1,1023,서울특별시 종로구 인왕산로1길 29 (사직동),20000000000000.0,20200000000000.0,126.9640832,37.57356706,6,http://tong.visitkorea.or.kr/cms/resource/64/1894464_image2_1.jpg,자연관광,자연경관(산),2698,"인왕산(仁王山)에는 태조, 무학대사의 기도터와 사직터널에서 자하문까지 서울 외곽을 쌓았던 성곽이 남아 있다. 많은 사람들이 즐겨 찾는 코스는 사직터널을 출발 기점으로 성곽터와 정상을 지나 부암동으로 하산하는 코스다. 청와대 앞길과 연결되어 있어 여유가 된다면 팔판로, 효자로, 경복궁까지 걸어보는 것도 좋다. 사직공원 뒤에서 본격적인 등산로를 오르는 길목에는 황학정이 있다. 조선시대 궁술을 연습하던 터였지만 일제 때 경희궁 안에 있던 황학정이 이곳으로 옮겨졌다. 숲으로 둘러싸인 너른 터를 조팝꽃 군락이 눈부시게 장식하고 있다. 정상에 오르면 경복궁을 중심으로 인왕산과 함께 조선시대 한양을 둘러싸고 있던 내사산인 낙산, 남산, 백악산이 펼쳐진다. 정상 아래편에 겸재의‘인왕제색도’에 나오는 매바위와 치마바위가 장관을 이룬다. 사직공원에서 삼거리를 지나 오르는 코스에서는 점심시간을 이용해 산책을 즐기는 직장인들도 자주 보인다. 향긋한 내음이 풍기는 나무 계단을 지나 범바위에 오르면 동쪽으로 청와대 전경이 보인다. 종주 코스로 잡으려면 정상을 지나 홍제동 채석장이나 부암동 하림각, 자하문 방면으로 하산하면 된다.  * 성곽 따라 걷는 옛길 성곽길은 오르는 길 자체보다도 뒤쪽 전망을 쉬엄쉬엄 돌아보며 걷기 좋은 코스다. 창의문을 지나 성곽 안쪽 길을 따라 쭉 걷다가 돌계단을 오르면 성곽 바깥으로 나가게 된다. 성곽 밖 길은 200m 정도 이어지는데 태조·세종·숙종 때 쌓은 것으로 전해지는 성돌들을 볼 수 있다. 성돌에 낀 거무스름한 이끼가 서울의 오랜 역사를 말해주는 듯하다. 다시 성 안쪽 길에 들어서서 숨을 몰아쉬며 계단길을 오르면 기다리고 있었다는 듯 다른 풍경이 펼쳐진다. 사방팔방이 탁 트인 전망과 함께 인왕산 정상이 눈에 들어온다.인왕산의 미끈한 바위 표면 위로 탕춘대성이 능선을 따라 이어진다. 임진왜란과 병자호란 뒤 수도를 방어하기 위해 보강된 성곽으로 북한산성과 연결된다. 정상에 올라 삿갓바위 근처에 서면 서울을 둘러싼 산들과 한강 물줄기 사이로 빽빽하게 들어찬 빌딩숲이 보인다. 정상을 지나 청운동으로 내려가는 길의 성곽은 옛 모습을 그대로 간직하고 있어 성벽 원형의 아름다움을 만끽할 수 있다. 서대문구의 홍제동과 종로구의 무악동, 누상동, 옥인동, 부암동에 걸쳐있는 인왕산(仁王山)은 정상의 높이가 338.2미터이다. 북한산에서 볼 때, 북악산을 중심으로  좌측에 낙산, 우측에 인왕산이 있어 좌청룡 우백호를  이룬다. 특이한 형태의 암석과 암벽의 웅대함이 등산객의 감탄을 자아내며, 정상에 서면 서울  중심가의 빌딩들과 청와대 부근의 녹지가 한 눈에 내려다 보인다.<br>",인왕산 태조 무학대사 기도 사직터널 자하문 외곽 성곽 남아 사람 코스 사직터널 출발 기점 성곽 정상 지나 부암동 하산 코스 청와대 앞길 연결 여유 판로 효자로 경복궁 사직 공원 본격 등산로 길목 황학정 조선시대 궁술 연습 일제 경희궁 황학정 숲 너른 팝꽃 군락 장식 정상 경복궁 중심 인왕산 조선시대 한양 사산 낙산 남산 백악산 정상 아래 겸재 인왕제색도 바위 치마 바위 장관 직공 삼거리 지나 코스 점심시간 산책 직장인 자주 음 나무 계단 지나 범 바위 청와대 전경 종주 코스 정상 지나 홍제동 채석장 부암동 하림각 자하문 방면 하산 성곽 옛길 성곽 길 자체 뒤쪽 전망 쉬엄쉬엄 걷기 코스 창의문 지나 성곽 안쪽 길 쭉 계단 성곽 바깥 성곽 태조 세종 숙종 거무스름 이끼 역사 말 듯 다시 성 안쪽 길 숨 쉬 계단 길 듯 다른 풍경 사방 팔방 탁 전망 인왕산 정상 눈 인왕산 바위 표면 위로 탕춘대성 능선 임진왜란 병자호란 수도 방어 보강 성곽 북한 산성 연결 정상 삿갓 바위 근처 서면 산들 한강 물줄기 사이 찬 빌딩 숲 정상 지나 청운동 길 성곽 모습 그대로 간직 성벽 원형 움 만끽 서대문구 홍제동 종로구 무악동 상동 옥인동 부암동 인왕산 정상 높이 미터 북한 산 북악산 중심 좌측 낙산 우측 인왕산 좌 청룡 백호 형태 암석 암벽 웅대 함 등산 객 감탄 정상 서면 중심 가의 빌딩 청와대 부근 녹지 눈
20,20,126480,12,A01,A0101,A01010400,관악산,1,1005,서울특별시 관악구 관악로 (신림동),20000000000000.0,20200000000000.0,126.9540988,37.44840364,6,http://tong.visitkorea.or.kr/cms/resource/30/1857230_image2_1.jpg,자연관광,자연경관(산),2673,"관악산(높이 632.2 m)은 1973년 관악구가 영등포구에서 분구되면서, 명산으로서 산 이름이 구의 명칭이 되어 관악구의 상징이자 자랑이 되고 있으며, 관악구 문화유산의 대부분이 관악산에서 비롯되었다. 1968년에 건설부 고시 제34호로 도시자연공원으로 지정되었으며 오늘날에는 수많은 서울 시민들이 즐겨 찾는 휴식처로 서울의 명소가 되었다. 곳곳에 드러난 암봉들이 깊은 골짜기와 어울려 험준한 산세를 이루고 있는 관악산은 산의 규모가 그다지 크지 않고 도심에서 가까워 누구나 하루 일정으로 산에 오를 수 있는데 봄에는 관악산 입구 쪽으로 벚꽃이 만발하고, 철쭉이 필 때는 철쭉제가 열리기도 한다. 봄철에 무리지어 피는 철쭉꽃과 여름의 짙은 녹음과, 계곡 깊은 곳에 동폭포, 서폭포의 물소리가 장엄하고 가을에는 단풍, 겨울에는 설경이 명산 관악의 면모를 자랑하고 있다. 관악산 정상에는 지상 레이다 관측소와 조선 태조 이성계가 서울을 도읍지로 정할 때 연주사와 원각사 두 절을 지어 화환에 대처했다고 하는 정상의 원각사와 연주암을 비롯하여 크고 작은 사찰과 암자가 있는데, 아슬아슬한 벼랑 위에 자리잡고 있는 연주대는 관악산의 모든 등산로가 집결하는 곳이다.<br>",관악산 높이 관악구 영등포구 분구 명산 산 이름 구의 명칭 관악구 상징 이자 관악구 문화유산 대부분 관악산 비롯 건설부 고시 제 호로 도시 공원 지정 오늘날 휴식 처 명소 봉 골짜기 산세 관악산 산 규모 그다지 도심 누구 하루 일정 산 봄 관악산 쪽 벚꽃 만발 철쭉 필 철쭉 제 리기 봄철 철쭉꽃 여름 녹음 계곡 폭포 폭포 가을 단풍 겨울 설경 명산 관악 면모 관악산 정상 지상 레이 관측 소 조선 태조 이성계 도읍 지로 주사 원각사 두 절 화환 대처 정상 원각사 연주암 비롯 사찰 암자 벼랑 잡고 연주대 관악산 모든 등산로 집결
21,21,126500,12,A01,A0101,A01010700,홍릉숲,1,1011,서울특별시 동대문구 회기로 57 (청량리동),20000000000000.0,20200000000000.0,127.0406813,37.59245235,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,자연관광,자연공원,2564,"홍릉숲은 1922년 서울 홍릉에 임업 시험장이 설립되면서 조성된 우리나라 최초의 제1세대 수목원이다. 이곳은 조선왕조 고종의 왕비인 명성황후 능(1897년)이 있었던 홍릉 지역이며 임업 시험장을 설치하면서 수목원으로 조성되었다. 현재는 산림과학연구시험림으로 다양한 연구가 진행되며 국내외의 다양한 식물 유전자원을 체계적으로 수집·관리하여, 기초 식물 학문분야 발전은 물론, 식물 유전자원 확보를 위해 조성한 시험 연구림이다. 환경 생태 보전의 필요성이 있는 곳으로 평일에는 제한적으로 숲해설 프로그램(예약 필수)만 가능하며 자유관람은 주말에 가능하다. 이용료는 무료로 시민들에게 자연 및 환경학습, 산림의 소중한 가치를 체험할 수 있는 기회를 제공하고 있다.",홍릉 숲 홍릉 임업 시험 설립 조성 우리나라 제 세대 수목원 조선왕조 고종 왕비 명성황후 능 홍릉 임업 시험 설치 수목원 조성 현재 산림 과학 시험 림 연구 진행 국내외 식물 유전자 체계 수집 관리 기초 식물 학문 분야 발전 식물 유전자 확보 조성 시험 구림 환경 생태 보전 필요성 평일 제한 숲 해설 프로그램 필수 만 자유 관람 주말 료 자연 환경 학습 산림 가치 체험 기회 제공
22,22,2783698,12,A01,A0101,A01010800,홍제천폭포마당,1,1014,서울특별시 서대문구 연희동 170-181 ,20200000000000.0,20200000000000.0,126.9357023,37.57987971,6,http://tong.visitkorea.or.kr/cms/resource/83/2796383_image2_1.jpg,자연관광,자연경관(산),1920,"서울 서대문구에 있는 홍제천 폭포마당은 홍제천을 따라 조성된 인공폭포다. 홍제천은 북한산에서 발원하여 종로구, 서대문구, 마포구를 흘러 한강으로 통하는 하천이다. 홍제천 인공폭포는 그중에서도 백련교 하류 안산 경사지에 있다. 홍제천 폭포마당에는 폭포뿐만 아니라 다양한 쉼터가 조성되어 시민들의 휴식처가 되어 준다. 폭포에서 오른쪽 산책로를 따라 걷다 보면 연희숲속쉼터로 이어진다. 정겨운 징검다리를 건너면 시원한 물살과 함께 더위마저 흘러가 버리는 기분을 느낄 수 있다. 테마산책길인 안산 초록숲길도 있다. 백련산 초록숲길과 연결되는 이곳은 메타세쿼이아 숲길을 지나 인왕산과 북한산이 한눈에 들어오는 봉수대, 백암을 지나는 코스다.",서대문구 홍제천 폭포 마당 홍제천 조성 인공 폭포 홍제천 북한 산 발원 종로구 서대문구 마포구 한강 하천 홍제천 인공 폭포 백련교 하류 안산 홍제천 폭포 마당 폭포 조성 휴식 처가 폭포 산책로 연희 숲속 정겨운 징검 다리 물살 더위 기분 테마 산책길 안산 초록 숲길 백련산 초록 숲길 연결 메타세쿼이아 숲길 지나 인왕산 북한 산이 봉수대 백암 코스
23,23,126481,12,A01,A0101,A01010400,도봉산,1,1010,서울특별시 도봉구 도봉동 ,20000000000000.0,20200000000000.0,127.0184192,37.69698701,6,http://tong.visitkorea.or.kr/cms/resource/65/1894465_image2_1.jpg,자연관광,자연경관(산),1813,"북한산국립공원내 동북쪽에 있는 ''도봉산''은 최고봉인 자운봉(740.2m)을 비롯하여 만장봉, 선인봉, 주봉, 오봉, 우이암 등의 암벽이 아름답기로 이름난 산인데 특히, 선인봉 암벽 등반코스로는 박쥐코스 등 37개 코스가 개척되어 있다.북한산 및 도봉산 지역의 60여 개 사찰 중 제일 오래된 건축물인 ''천축사''를 비롯하여 망월사, 회룡사 등의 절과 도봉계곡, 송추계곡, 오봉계곡, 용어천계곡 등 아름다운 계곡을 안고 있으며, 교통이 편리하여 서울시민이나 근교 주민들에게 더없이 인기있는 하루 등산지이다.",북한 산 국립공원 동북쪽 도봉산 최고봉 자운봉 비롯 만장 봉 선인 봉 봉 오봉 우이 암 암벽 산 선인 봉 암벽 등반 코스 박쥐 코스 개 코스 개척 북한 산 도봉산 여 개 사찰 제일 건축물 천축사 비롯 망월사 회룡사 절 도봉 계곡 송추 계곡 오봉 계곡 용어 계곡 계곡 안고 근교 주민 더없이 인기 하루 등산
24,24,827515,12,A01,A0101,A01010900,진관사계곡,1,1022,서울특별시 은평구 진관길 73 (진관동),20100000000000.0,20200000000000.0,126.9465497,37.63792871,6,http://tong.visitkorea.or.kr/cms/resource/00/1860200_image2_1.jpg,자연관광,자연경관(산),1160,"은평구 진관내동 북한산성 입구에 위치해 산림 생태계와 조화를 이루고 있으며 도롱뇽, 산개구리 등 서울시 보호종이 관찰되는 곳이다. 2011년 국립공원관리공단 북한산국립공원사무소는 수환경 및 수서 생태계 보호를 목적으로 은평구 진관동에 위치한 진관사 계곡(약 0.5㎞, 3500㎡)을 북한산국립공원 특별 보호구로 지정했다. 때문에 출입이 제한되어 진관사 무료주차장 아래 마실 길 근린공원 근처의 구역에서만 물놀이를 즐길 수 있다.",은평구 진관내동 북한 산성 산림 생태계 조화 산개구리 보호 종이 관찰 국립공원 관리 공단 북한 산 국립공원 사무소 환경 수서 생태계 보호 목적 은평구 진관동 진 관사 계곡 북한 산 국립공원 특별 보호 구로 지정 출입 제한 진 관사 주차장 아래 길 린 공원 근처 구역 물놀이
